Ligand_inchi,Base_inchi,Solvent_inchi,Product_inchi,Electrophile_inchi,Nucleophile_inchi,Precatalyst_inchi,Base,Electrophile,Electrophile_PCI_Name,Ligand,Nucleophile,Nucleophile_PCI_Name,Precatalyst,Product,Solvent,Screen_ID,umol_Screen,Entry,Well,Row,Column,Base_Equiv,Electrophile_Equiv,Ligand_Equiv,Nucleophile_Equiv,Precatalyst_Equiv,Concentration,Time_h,Temp_C,SampleName,Vial,AP_ISO,AP_PDT,AP_STD,Mean_AP,Max_AP,SD_AP,Z_Score_AP,RelYield_PDT,Mean_RY,Max_RY,SD_RY,Z_Score_RY,Yield,Mean_Yield,Max_Yield,SD_Yield,Z_Score_Yield,Product_MW,Solvent_density,Solvent_mass,Product_mg,Base_Cost,Base_amt,Base_MW,Base_price.mol,Solvent_Cost,Solvent_amt,Solvent_MW,Solvent_price.mol,Ligand_Cost,Ligand_amt,Ligand_MW,Ligand_price.mol,Ligand_dol,Base_dol,Solvent_dol,reagent_cost,Nucleophile_MW,Electrophile_MW,Precatalyst_MW,Nucleophile_mg,Electrophile_mg,Precatalyst_mg,Ligand_mg,Base_mg,Total_mg,PMI
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_003,15,66,66,F,6,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_66,"6:F,6",64.176,3.388,22.303,25.57645833,69.842,23.88074986,-0.929135746,0.151907815,0.92339442,3.121430168,0.99739497,-0.7735016,2.79,26.465,95.7,31.41693084,-0.773627447,201.204,0.88,0.132,0.084203874,167,25,191.95,1282.226,164,880,116.16,21.648,580,25,476.72,11059.904,4.35e-4,0.007514999999999999,0.1863636363636364,0.19431363636363638,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,8.63775,147.041448249,1746.255145564918
"InChI=1S/C35H53O2P/c1-23(2)26-21-29(24(3)4)33(30(22-26)25(5)6)34-31(36-7)19-20-32(37-8)35(34)38(27-15-11-9-12-16-27)28-17-13-10-14-18-28/h19-25,27-28H,9-18H2,1-8H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,BrettPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_003,15,67,67,F,7,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_67,"6:F,7",1.445,58.223,31.334,25.57645833,69.842,23.88074986,1.367065182,1.858141316,0.92339442,3.121430168,0.99739497,0.937188299,51.99,26.465,95.7,31.41693084,0.937233499,201.204,0.88,0.132,1.5690893940000001,234,25,234.03,2190.5208,164,880,116.16,21.648,29.7,0.1,536.77,159420.69,2.2275e-5,0.01053,0.1863636363636364,0.1969159113636364,107.116,175,365.85,3.21348,2.625,0.123474375,0.4025775,10.531349999999998,150.46497126900002,95.89317972854771
"InChI=1S/C14H23P/c1-13(2,3)15(14(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PPhtBu2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_003,15,68,68,F,8,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_68,"6:F,8",0,0,81.719,25.57645833,69.842,23.88074986,-1.071007338,0,0.92339442,3.121430168,0.99739497,-0.925806173,0,26.465,95.7,31.41693084,-0.925774709,201.204,0.88,0.132,0,234,25,234.03,2190.5208,164,880,116.16,21.648,102,1,222.31,22675.62,7.65e-5,0.01053,0.1863636363636364,0.19697013636363642,107.116,175,365.85,3.21348,2.625,0.123474375,0.1667325,10.531349999999998,148.660036875,Inf
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_003,15,69,69,F,9,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_69,"6:F,9",0.907,34.999,48.038,25.57645833,69.842,23.88074986,0.394566407,0.72856905,0.92339442,3.121430168,0.99739497,-0.195334222,19.42,26.465,95.7,31.41693084,-0.195276873,201.204,0.88,0.132,0.586107252,234,25,234.03,2190.5208,164,880,116.16,21.648,200,0.25,404.53,323624,1.5000000000000001e-4,0.01053,0.1863636363636364,0.19704363636363642,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,10.531349999999998,149.382809127,254.87282168451995
"InChI=1S/C18H33P.BF4/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18;2-1(3,4)5/h16-18H,1-15H2;/q;-1/p+1","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PCy3 HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_003,15,70,70,F,10,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_70,"6:F,10",3.791,6.784,66.026,25.57645833,69.842,23.88074986,-0.786929156,0.102747403,0.92339442,3.121430168,0.99739497,-0.822790411,1.37,26.465,95.7,31.41693084,-0.822645603,201.204,0.88,0.132,0.04134742200000001,234,25,234.03,2190.5208,164,880,116.16,21.648,108,5,368.24,7953.984,8.1e-5,0.01053,0.1863636363636364,0.1969746363636364,107.116,175,365.85,3.21348,2.625,0.123474375,0.27618,10.531349999999998,148.81083179700002,3599.0353110043957
InChI=1S/C18H15P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,"InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PPh3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_003,15,71,71,F,11,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_71,"6:F,11",7.998,8.114,57.253,25.57645833,69.842,23.88074986,-0.731235762,0.141721831,0.92339442,3.121430168,0.99739497,-0.783714188,2.49,26.465,95.7,31.41693084,-0.783813038,201.204,0.88,0.132,0.07514969400000002,234,25,234.03,2190.5208,164,880,116.16,21.648,49.6,100,262.29,130.09584,3.72e-5,0.01053,0.1863636363636364,0.1969308363636364,107.116,175,365.85,3.21348,2.625,0.123474375,0.19671750000000002,10.531349999999998,148.76517156900002,1979.5845285677408
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuOAc,ReqID_A24A8_090_003,15,72,72,F,12,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_72,"6:F,12",4.987,55.935,29.97,25.57645833,69.842,23.88074986,1.271255796,1.866366366,0.92339442,3.121430168,0.99739497,0.945434832,52.22,26.465,95.7,31.41693084,0.945509291,201.204,0.88,0.132,1.576030932,234,25,234.03,2190.5208,164,880,116.16,21.648,580,25,476.72,11059.904,4.35e-4,0.01053,0.1863636363636364,0.1973286363636364,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,10.531349999999998,150.42687530700002,95.44665161876405
"InChI=1S/C35H53O2P/c1-23(2)26-21-29(24(3)4)33(30(22-26)25(5)6)34-31(36-7)19-20-32(37-8)35(34)38(27-15-11-9-12-16-27)28-17-13-10-14-18-28/h19-25,27-28H,9-18H2,1-8H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,BrettPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_003,15,73,73,G,1,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_73,"6:G,1",0.77,12.027,17.221,25.57645833,69.842,23.88074986,-0.567379936,0.698391499,0.92339442,3.121430168,0.99739497,-0.225590592,18.55,26.465,95.7,31.41693084,-0.225515345,201.204,0.86,0.129,0.5598501300000001,100,36.2,98.14,271.1049724,312,2580,106.16,12.83795349,29.7,0.1,536.77,159420.69,2.2275e-5,0.0045,0.37912584777694053,0.38364812277694055,107.116,175,365.85,3.21348,2.625,0.123474375,0.4025775,4.4163,140.34068200500002,250.67544773991568
"InChI=1S/C14H23P/c1-13(2,3)15(14(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,PPhtBu2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_003,15,74,74,G,2,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_74,"6:G,2",0,0,19.378,25.57645833,69.842,23.88074986,-1.071007338,0,0.92339442,3.121430168,0.99739497,-0.925806173,0,26.465,95.7,31.41693084,-0.925774709,201.204,0.86,0.129,0,100,36.2,98.14,271.1049724,312,2580,106.16,12.83795349,102,1,222.31,22675.62,7.65e-5,0.0045,0.37912584777694053,0.3837023477769405,107.116,175,365.85,3.21348,2.625,0.123474375,0.1667325,4.4163,139.544986875,Inf
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_003,15,75,75,G,3,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_75,"6:G,3",0,4.601,18.218,25.57645833,69.842,23.88074986,-0.878341696,0.252552421,0.92339442,3.121430168,0.99739497,-0.672594127,5.69,26.465,95.7,31.41693084,-0.672726439,201.204,0.86,0.129,0.171727614,100,36.2,98.14,271.1049724,312,2580,106.16,12.83795349,200,0.25,404.53,323624,1.5000000000000001e-4,0.0045,0.37912584777694053,0.3837758477769405,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,4.4163,139.853379489,814.3907449211982
"InChI=1S/C18H33P.BF4/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18;2-1(3,4)5/h16-18H,1-15H2;/q;-1/p+1","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,PCy3 HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_003,15,76,76,G,4,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_76,"6:G,4",0.572,1.002,19.235,25.57645833,69.842,23.88074986,-1.029048856,0.05209254,0.92339442,3.121430168,0.99739497,-0.873577576,0,26.465,95.7,31.41693084,-0.873573556,201.204,0.86,0.129,0,100,36.2,98.14,271.1049724,312,2580,106.16,12.83795349,108,5,368.24,7953.984,8.1e-5,0.0045,0.37912584777694053,0.38370684777694053,107.116,175,365.85,3.21348,2.625,0.123474375,0.27618,4.4163,139.65443437500002,Inf
InChI=1S/C18H15P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,"InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,PPh3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_003,15,77,77,G,5,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_77,"6:G,5",3.883,4.696,17.972,25.57645833,69.842,23.88074986,-0.874363596,0.261295348,0.92339442,3.121430168,0.99739497,-0.663828364,5.94,26.465,95.7,31.41693084,-0.663814047,201.204,0.86,0.129,0.17927276400000003,100,36.2,98.14,271.1049724,312,2580,106.16,12.83795349,49.6,100,262.29,130.09584,3.72e-5,0.0045,0.37912584777694053,0.38366304777694055,107.116,175,365.85,3.21348,2.625,0.123474375,0.19671750000000002,4.4163,139.754244639,779.5620568387063
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_003,15,78,78,G,6,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_78,"6:G,6",4.777,28.512,11.978,25.57645833,69.842,23.88074986,0.12292502,2.380364001,0.92339442,3.121430168,0.99739497,1.460774943,67.04,26.465,95.7,31.41693084,1.460836523,201.204,0.86,0.129,2.023307424,100,36.2,98.14,271.1049724,312,2580,106.16,12.83795349,580,25,476.72,11059.904,4.35e-4,0.0045,0.37912584777694053,0.38406084777694055,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,4.4163,141.759101799,70.06305622046688
"InChI=1S/C35H53O2P/c1-23(2)26-21-29(24(3)4)33(30(22-26)25(5)6)34-31(36-7)19-20-32(37-8)35(34)38(27-15-11-9-12-16-27)28-17-13-10-14-18-28/h19-25,27-28H,9-18H2,1-8H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,BrettPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_003,15,79,79,G,7,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_79,"6:G,7",0.718,20.791,15.391,25.57645833,69.842,23.88074986,-0.200389785,1.350854395,0.92339442,3.121430168,0.99739497,0.42857643,37.36,26.465,95.7,31.41693084,0.428590561,201.204,0.86,0.129,1.127547216,44,25,140.22,246.7872,312,2580,106.16,12.83795349,29.7,0.1,536.77,159420.69,2.2275e-5,0.00198,0.37912584777694053,0.3811281227769405,107.116,175,365.85,3.21348,2.625,0.123474375,0.4025775,6.309900000000001,142.80197909100002,126.6483363752991
"InChI=1S/C14H23P/c1-13(2,3)15(14(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,PPhtBu2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_003,15,80,80,G,8,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_80,"6:G,8",0,0,19.828,25.57645833,69.842,23.88074986,-1.071007338,0,0.92339442,3.121430168,0.99739497,-0.925806173,0,26.465,95.7,31.41693084,-0.925774709,201.204,0.86,0.129,0,44,25,140.22,246.7872,312,2580,106.16,12.83795349,102,1,222.31,22675.62,7.65e-5,0.00198,0.37912584777694053,0.3811823477769405,107.116,175,365.85,3.21348,2.625,0.123474375,0.1667325,6.309900000000001,141.438586875,Inf
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_003,15,81,81,G,9,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_81,"6:G,9",0.41,13.145,16.874,25.57645833,69.842,23.88074986,-0.520563986,0.779009126,0.92339442,3.121430168,0.99739497,-0.144762404,20.87,26.465,95.7,31.41693084,-0.144667219,201.204,0.86,0.129,0.6298691219999999,44,25,140.22,246.7872,312,2580,106.16,12.83795349,200,0.25,404.53,323624,1.5000000000000001e-4,0.00198,0.37912584777694053,0.3812558477769405,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,6.309900000000001,142.205120997,225.76931624376408
"InChI=1S/C18H33P.BF4/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18;2-1(3,4)5/h16-18H,1-15H2;/q;-1/p+1","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,PCy3 HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_003,15,82,82,G,10,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_82,"6:G,10",0.694,1.065,19.369,25.57645833,69.842,23.88074986,-1.026410748,0.054984769,0.92339442,3.121430168,0.99739497,-0.870677792,0,26.465,95.7,31.41693084,-0.870708859,201.204,0.86,0.129,0,44,25,140.22,246.7872,312,2580,106.16,12.83795349,108,5,368.24,7953.984,8.1e-5,0.00198,0.37912584777694053,0.3811868477769405,107.116,175,365.85,3.21348,2.625,0.123474375,0.27618,6.309900000000001,141.54803437500001,Inf
