Ligand_inchi,Base_inchi,Solvent_inchi,Product_inchi,Electrophile_inchi,Nucleophile_inchi,Precatalyst_inchi,Base,Electrophile,Electrophile_PCI_Name,Ligand,Nucleophile,Nucleophile_PCI_Name,Precatalyst,Product,Solvent,Screen_ID,umol_Screen,Entry,Well,Row,Column,Base_Equiv,Electrophile_Equiv,Ligand_Equiv,Nucleophile_Equiv,Precatalyst_Equiv,Concentration,Time_h,Temp_C,SampleName,Vial,AP_ISO,AP_PDT,AP_STD,Mean_AP,Max_AP,SD_AP,Z_Score_AP,RelYield_PDT,Mean_RY,Max_RY,SD_RY,Z_Score_RY,Yield,Mean_Yield,Max_Yield,SD_Yield,Z_Score_Yield,Product_MW,Solvent_density,Solvent_mass,Product_mg,Base_Cost,Base_amt,Base_MW,Base_price.mol,Solvent_Cost,Solvent_amt,Solvent_MW,Solvent_price.mol,Ligand_Cost,Ligand_amt,Ligand_MW,Ligand_price.mol,Ligand_dol,Base_dol,Solvent_dol,reagent_cost,Nucleophile_MW,Electrophile_MW,Precatalyst_MW,Nucleophile_mg,Electrophile_mg,Precatalyst_mg,Ligand_mg,Base_mg,Total_mg,PMI,solvent mg,ligand_dol_will,base_dol_will,solvent_dol_will,total_cost_update
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1","InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,p-Xylene,ReqID_A24A8_090_003,15,96,96,H,12,3,1,0.05,2,0.0225,0.1,24,120,A24A8_090_003_96,"6:H,12",4.328,26.767,13.447,25.57645833,69.842,23.88074986,0.049853613,1.990555514,0.92339442,3.121430168,0.99739497,1.069948341,55.8,26.465,95.7,31.41693084,1.069964478,201.204,0.86,0.129,1.68407748,234,25,234.03,2190.5208,312,2580,106.16,12.83795349,580,25,476.72,11059.904,4.35E-04,0.01053,0.379125848,0.390090848,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,10.53135,147.5349219,87.60578038,136.6460319,0.008294928,0.098573436,0.016524636,0.123393
"InChI=1S/C35H53O2P/c1-23(2)26-21-29(24(3)4)33(30(22-26)25(5)6)34-31(36-7)19-20-32(37-8)35(34)38(27-15-11-9-12-16-27)28-17-13-10-14-18-28/h19-25,27-28H,9-18H2,1-8H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,BrettPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,1,1,A,1,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_01,"6:A,1",0,13.627,75.744,19.19448958,68.231,21.16914383,-0.263000225,0.17990864,0.586594608,2.806474169,0.717309446,-0.566960285,3.6,11.39177083,83.58,23.32522457,-0.56684431,201.204,0.937,0.246578947,0.10865016,100,36.2,98.14,271.1049724,179,1874,87.12,8.32149413,29.7,0.1,536.77,159420.69,2.23E-05,0.0045,0.506630298,0.511152573,107.116,175,365.85,3.21348,2.625,0.123474375,0.4025775,4.4163,257.4684294,2369.701337,252.6495519,0.119565518,0.012199724,0.024132481,0.155897722
"InChI=1S/C14H23P/c1-13(2,3)15(14(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,PPhtBu2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,2,2,A,2,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_02,"6:A,2",0,3.73,83.476,19.19448958,68.231,21.16914383,-0.730520313,0.044683502,0.586594608,2.806474169,0.717309446,-0.755477442,0,11.39177083,83.58,23.32522457,-0.755481294,201.204,0.937,0.246578947,0,100,36.2,98.14,271.1049724,179,1874,87.12,8.32149413,102,1,222.31,22675.62,7.65E-05,0.0045,0.506630298,0.511206798,107.116,175,365.85,3.21348,2.625,0.123474375,0.1667325,4.4163,257.1239342,Inf,252.5409017,0.017006715,0.012199724,0.024122103,0.053328542
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,3,3,A,3,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_03,"6:A,3",0.904,59.812,29.299,19.19448958,68.231,21.16914383,1.918712951,2.041434861,0.586594608,2.806474169,0.717309446,2.028190569,57.27,11.39177083,83.58,23.32522457,2.028200373,201.204,0.937,0.246578947,1.728442962,100,36.2,98.14,271.1049724,179,1874,87.12,8.32149413,200,0.25,404.53,323624,1.50E-04,0.0045,0.506630298,0.511280298,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,4.4163,258.9890422,149.8395075,254.2693447,0.242718,0.012199724,0.0242872,0.279204924
"InChI=1S/C18H33P.BF4/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18;2-1(3,4)5/h16-18H,1-15H2;/q;-1/p+1","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,PCy3 HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,4,4,A,4,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_04,"6:A,4",0,12.093,69.857,19.19448958,68.231,21.16914383,-0.335464185,0.173110783,0.586594608,2.806474169,0.717309446,-0.576437166,3.4,11.39177083,83.58,23.32522457,-0.57627616,201.204,0.937,0.246578947,0.10261404,100,36.2,98.14,271.1049724,179,1874,87.12,8.32149413,108,5,368.24,7953.984,8.10E-05,0.0045,0.506630298,0.511211298,107.116,175,365.85,3.21348,2.625,0.123474375,0.27618,4.4163,257.3359958,2507.804934,252.6435158,0.005965488,0.012199724,0.024131905,0.042297116
InChI=1S/C18H15P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,"InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,PPh3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,5,5,A,5,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_05,"6:A,5",0.822,37.185,50.717,19.19448958,68.231,21.16914383,0.849845916,0.733186111,0.586594608,2.806474169,0.717309446,0.204362991,19.55,11.39177083,83.58,23.32522457,0.20442372,201.204,0.937,0.246578947,0.59003073,100,36.2,98.14,271.1049724,179,1874,87.12,8.32149413,49.6,100,262.29,130.09584,3.72E-05,0.0045,0.506630298,0.511167498,107.116,175,365.85,3.21348,2.625,0.123474375,0.1967175,4.4163,257.74395,436.8314002,253.1309325,9.76E-05,0.012199724,0.024178462,0.036475757
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,6,6,A,6,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_06,"6:A,6",0.761,54.773,35.261,19.19448958,68.231,21.16914383,1.680677816,1.553359235,0.586594608,2.806474169,0.717309446,1.347765087,43.2,11.39177083,83.58,23.32522457,1.347821071,201.204,0.937,0.246578947,1.30380192,100,36.2,98.14,271.1049724,179,1874,87.12,8.32149413,580,25,476.72,11059.904,4.35E-04,0.0045,0.506630298,0.511565298,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,4.4163,258.6185437,198.3572349,253.8447037,0.008294928,0.012199724,0.024246639,0.044741291
"InChI=1S/C35H53O2P/c1-23(2)26-21-29(24(3)4)33(30(22-26)25(5)6)34-31(36-7)19-20-32(37-8)35(34)38(27-15-11-9-12-16-27)28-17-13-10-14-18-28/h19-25,27-28H,9-18H2,1-8H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,BrettPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,7,7,A,7,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_07,"6:A,7",0,2.59,81.757,19.19448958,68.231,21.16914383,-0.784372279,0.031679245,0.586594608,2.806474169,0.717309446,-0.773606657,0,11.39177083,83.58,23.32522457,-0.773487551,201.204,0.937,0.246578947,0,44,25,140.22,246.7872,179,1874,87.12,8.32149413,29.7,0.1,536.77,159420.69,2.23E-05,0.00198,0.506630298,0.508632573,107.116,175,365.85,3.21348,2.625,0.123474375,0.4025775,6.3099,259.2533792,Inf,252.5409017,0.119565518,0.011105424,0.024122103,0.154793045
"InChI=1S/C14H23P/c1-13(2,3)15(14(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,PPhtBu2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,8,8,A,8,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_08,"6:A,8",0,0,84.991,19.19448958,68.231,21.16914383,-0.906720165,0,0.586594608,2.806474169,0.717309446,-0.817770644,0,11.39177083,83.58,23.32522457,-0.817645754,201.204,0.937,0.246578947,0,44,25,140.22,246.7872,179,1874,87.12,8.32149413,102,1,222.31,22675.62,7.65E-05,0.00198,0.506630298,0.508686798,107.116,175,365.85,3.21348,2.625,0.123474375,0.1667325,6.3099,259.0175342,Inf,252.5409017,0.017006715,0.011105424,0.024122103,0.052234242
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,9,9,A,9,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_09,"6:A,9",0,26.433,55.125,19.19448958,68.231,21.16914383,0.341936853,0.479510204,0.586594608,2.806474169,0.717309446,-0.149286203,12.23,11.39177083,83.58,23.32522457,-0.149270624,201.204,0.937,0.246578947,0.369108738,44,25,140.22,246.7872,179,1874,87.12,8.32149413,200,0.25,404.53,323624,1.50E-04,0.00198,0.506630298,0.508760298,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,6.3099,259.523308,703.1080039,252.9100105,0.242718,0.011105424,0.02415736,0.277980784
"InChI=1S/C18H33P.BF4/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18;2-1(3,4)5/h16-18H,1-15H2;/q;-1/p+1","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,PCy3 HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,10,10,A,10,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_10,"6:A,10",0,17.217,66.7,19.19448958,68.231,21.16914383,-0.093413772,0.258125937,0.586594608,2.806474169,0.717309446,-0.45791767,5.85,11.39177083,83.58,23.32522457,-0.457949324,201.204,0.937,0.246578947,0.17655651,44,25,140.22,246.7872,179,1874,87.12,8.32149413,108,5,368.24,7953.984,8.10E-05,0.00198,0.506630298,0.508691298,107.116,175,365.85,3.21348,2.625,0.123474375,0.27618,6.3099,259.3035383,1468.671635,252.7174583,0.005965488,0.011105424,0.024138967,0.041209879
InChI=1S/C18H15P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,"InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,PPh3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,11,11,A,11,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_11,"6:A,11",0,60.066,36.043,19.19448958,68.231,21.16914383,1.930711547,1.666509447,0.586594608,2.806474169,0.717309446,1.505507623,46.46,11.39177083,83.58,23.32522457,1.505590185,201.204,0.937,0.246578947,1.402190676,44,25,140.22,246.7872,179,1874,87.12,8.32149413,49.6,100,262.29,130.09584,3.72E-05,0.00198,0.506630298,0.508647498,107.116,175,365.85,3.21348,2.625,0.123474375,0.1967175,6.3099,260.4497099,185.7448594,253.9430924,9.76E-05,0.011105424,0.024256037,0.035459033
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,12,12,A,12,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_12,"6:A,12",1.26,59.913,31.776,19.19448958,68.231,21.16914383,1.923484046,1.885479607,0.586594608,2.806474169,0.717309446,1.810773588,52.77,11.39177083,83.58,23.32522457,1.810839122,201.204,0.937,0.246578947,1.592630262,44,25,140.22,246.7872,179,1874,87.12,8.32149413,580,25,476.72,11059.904,4.35E-04,0.00198,0.506630298,0.509045298,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,6.3099,260.800972,163.7548766,254.133532,0.008294928,0.011105424,0.024274227,0.043674579
"InChI=1S/C35H53O2P/c1-23(2)26-21-29(24(3)4)33(30(22-26)25(5)6)34-31(36-7)19-20-32(37-8)35(34)38(27-15-11-9-12-16-27)28-17-13-10-14-18-28/h19-25,27-28H,9-18H2,1-8H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,BrettPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,13,13,B,1,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_13,"6:B,1",0,9.678,78.609,19.19448958,68.231,21.16914383,-0.449545322,0.123115674,0.586594608,2.806474169,0.717309446,-0.646135271,1.96,11.39177083,83.58,23.32522457,-0.646157588,201.204,0.937,0.246578947,0.059153976,167,25,191.95,1282.226,179,1874,87.12,8.32149413,29.7,0.1,536.77,159420.69,2.23E-05,0.007515,0.506630298,0.514167573,107.116,175,365.85,3.21348,2.625,0.123474375,0.4025775,8.63775,261.6403832,4423.039682,252.6000557,0.119565518,0.05770017,0.024127753,0.201393441
"InChI=1S/C14H23P/c1-13(2,3)15(14(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,PPhtBu2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,14,14,B,2,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_14,"6:B,2",0,1.355,85.274,19.19448958,68.231,21.16914383,-0.842711908,0.015889955,0.586594608,2.806474169,0.717309446,-0.795618482,0,11.39177083,83.58,23.32522457,-0.795781013,201.204,0.937,0.246578947,0,167,25,191.95,1282.226,179,1874,87.12,8.32149413,102,1,222.31,22675.62,7.65E-05,0.007515,0.506630298,0.514221798,107.116,175,365.85,3.21348,2.625,0.123474375,0.1667325,8.63775,261.3453842,Inf,252.5409017,0.017006715,0.05770017,0.024122103,0.098828988
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_004,15,15,15,B,3,3,1,0.05,2,0.0225,0.057,24,90,A24A8_090_004_15,"6:B,3",1.308,45.011,39.604,19.19448958,68.231,21.16914383,1.219534934,1.136526613,0.586594608,2.806474169,0.717309446,0.766659367,31.18,11.39177083,83.58,23.32522457,0.766476186,201.204,0.937,0.246578947,0.941031108,167,25,191.95,1282.226,179,1874,87.12,8.32149413,200,0.25,404.53,323624,1.50E-04,0.007515,0.506630298,0.514295298,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,8.63775,262.4230804,278.8675933,253.4819329,0.242718,0.05770017,0.024211988,0.324630158
